Time,AcetylenePercent,EthylenePercent,EthanePercent
747.187,1.3273575690038113,0.43719532033447595,0.03292813785537426
751.547,33.08054504724677,3.8972082025836,0.158297314711011
756.016,56.77848366304171,14.422458519440054,0.5555780064496998
760.625,62.02802055990081,12.074514898782006,0.5663000306660791
765.266,18.930808301816555,7.929707778041207,0.5858376780837531
770.078,9.024374204222436,4.958930005417322,0.6002004747669899
775.078,4.0148076630657945,2.7495702231118653,0.5753957083941806
780.25,1.864734672594234,2.015864812356548,0.36108879895585777
785.375,0.8584764642260139,0.6081418142450992,0.1836184360806755
790.609,0.36225022687357256,0.3135510750056502,0.1809361514537223
796.031,0.13376156412423548,0.10236182192548382,0.08543242535385458
801.437,0.16554535847652352,0.1395864851230341,0.08642883277086512
806.844,0.17871233835843772,0.1825763306668461,0.0505896448463337
812.25,0.10889301339732975,0.10061647063692909,0.07055431434281115
817.656,0.27405770778360894,0.2698700910627384,0.0974001364356541
823.062,3.589318250167572,2.1939955653760697,0.04788239288478165
828.484,0.15697640777685903,0.1588893688942031,0.09452073917755895
833.891,0.23847930812794443,0.215916195808496,0.28408112361474847
839.297,0.4354164983637663,0.388988359737988,0.17760368580452057
844.703,0.3822142127263653,0.33261396599030657,0.29146710409556625
850.109,1.0842529897842499,1.6810746705954678,0.35079496945248834
855.531,0.6272523745584413,0.5094702362791933,0.282149104359296
860.937,0.3704710053826538,1.096436014519382,0.2529571521357581
866.328,2.509880642030872,1.093509108791064,0.2826386591121532
871.734,0.18892715705929305,0.17380225553731915,0.12237055758825878
877.156,0.22804046256250496,0.20712781881183995,0.35300703176272347
882.562,0.1495785102703769,0.14516626659471335,0.2867865041501252
887.969,0.594792310210553,0.5309188655239417,0.29920540332579393
893.375,0.2897163236293711,0.2552753566545456,0.0813592620304004
898.781,0.16394360828425583,0.15861630895689052,0.06307822005696738
904.187,0.7106537595876526,0.637180135153873,0.06777227535000382
909.594,442.62178891354966,414.5878519948181,1410.6265915169345
915.0,7.222216125318304,2.660794053689966,0.6687844074974578
920.406,8.841864522677309,26.090133103029245,0.07656170172331751
925.297,7.634605697491347,6.5995098123344915,0.07284638928622195
929.594,6.7196462016921625,3.0783237795359093,0.03878413548945356
933.875,14.055534491132525,10.72031518388436,0.061995957487663615
938.297,4.699302761206668,1.810404419791633,0.09191425390935075
942.734,5.233062152681852,1.7671078299818441,0.10157430112360556
947.094,28.940956037319392,8.693980549078116,0.4511860554039253
951.594,86.97496710797282,13.789500043353264,0.549205457249847
956.125,66.04998829748351,16.51183042142572,0.5572266016576513
960.844,19.965762370937973,8.030225226949526,0.6125121107105196
965.719,9.568858280589842,5.513530637002199,0.6150229982714442
970.687,4.166549178644142,2.982531067671688,0.5459016036292144
975.797,2.08258914650285,1.9420483630365668,0.39102823915214946
981.062,0.8577021770557577,0.687154186385412,0.2115599691191153
986.391,0.27864209654609773,0.23819617811102797,0.1628044371288424
991.734,0.23124533205899556,0.19955591120186517,0.08489417072082295
997.156,0.11951368428070763,0.10165869936583834,0.04869016708199401
1002.56,0.1046057499367982,0.08689334909617488,0.06039611356182371
1007.97,0.09640791702490226,0.08812671318067804,0.04094527489902642
1013.37,0.05659567519792633,0.04662861731262754,0.05064229598716122
1018.78,0.12001529072307285,0.10495242223831673,0.10792145948454716
1024.2,0.08747208320905014,0.08777764112465819,0.05243770682012099
1029.61,0.14002211331569994,0.13322992213220422,0.13487786159133208
1035.02,0.14055314989633116,0.10909632962922856,1.1418972258561109
1040.42,0.6521183099550479,0.6800764879416249,0.3576715820471039
1045.83,0.1724611568521021,0.171484804654624,0.1356370060262662
1051.23,1.133496606149089,1.636352036285533,0.16126981445582636
1056.66,5.6745531417117165,5.527010406805367,0.35677829395081645
1062.06,1.0839129737047835,0.4143403423143127,0.3972515787040563
1067.47,0.2636234883586152,0.21873631445443767,4.0825262594754825
1072.87,0.2333606714947084,0.28425858044146163,0.16499965274060197
1078.28,1.0790815535446947,1.6071589538137425,0.11427393283409479
1083.7,0.1953692429038759,0.22486212003930134,0.03865025911252787
1089.11,0.5534495006143051,1.2154680965159443,0.04273406713297036
