0,747.187,26.0, 28.0, 30.0
1,751.547,26.0, 28.0, 30.0
2,756.016,26.0, 28.0, 30.0
3,760.625,26.0, 28.0, 30.0
4,765.266,26.0, 28.0, 30.0
5,770.078,26.0, 28.0, 30.0
6,775.078,26.0, 28.0, 30.0
7,780.25,26.0, 28.0, 30.0
8,785.375,26.0, 28.0, 30.0
9,790.609,26.0, 28.0, 30.0
10,796.031,26.0, 28.0, 30.0
11,801.437,26.0, 28.0, 30.0
12,806.844,26.0, 28.0, 30.0
13,812.25,26.0, 28.0, 30.0
14,817.656,26.0, 28.0, 30.0
15,823.062,26.0, 28.0, 30.0
16,828.484,26.0, 28.0, 30.0
17,833.891,26.0, 28.0, 30.0
18,839.297,26.0, 28.0, 30.0
19,844.703,26.0, 28.0, 30.0
20,850.109,26.0, 28.0, 30.0
21,855.531,26.0, 28.0, 30.0
22,860.937,26.0, 28.0, 30.0
23,866.328,26.0, 28.0, 30.0
24,871.734,26.0, 28.0, 30.0
25,877.156,26.0, 28.0, 30.0
26,882.562,26.0, 28.0, 30.0
27,887.969,26.0, 28.0, 30.0
28,893.375,26.0, 28.0, 30.0
29,898.781,26.0, 28.0, 30.0
30,904.187,26.0, 28.0, 30.0
31,909.594,26.0, 28.0, 30.0
32,915.0,26.0, 28.0, 30.0
33,920.406,26.0, 28.0, 30.0
34,925.297,26.0, 28.0, 30.0
35,929.594,26.0, 28.0, 30.0
36,933.875,26.0, 28.0, 30.0
37,938.297,26.0, 28.0, 30.0
38,942.734,26.0, 28.0, 30.0
39,947.094,26.0, 28.0, 30.0
40,951.594,26.0, 28.0, 30.0
41,956.125,26.0, 28.0, 30.0
42,960.844,26.0, 28.0, 30.0
43,965.719,26.0, 28.0, 30.0
44,970.687,26.0, 28.0, 30.0
45,975.797,26.0, 28.0, 30.0
46,981.062,26.0, 28.0, 30.0
47,986.391,26.0, 28.0, 30.0
48,991.734,26.0, 28.0, 30.0
49,997.156,26.0, 28.0, 30.0
50,1002.56,26.0, 28.0, 30.0
51,1007.97,26.0, 28.0, 30.0
52,1013.37,26.0, 28.0, 30.0
53,1018.78,26.0, 28.0, 30.0
54,1024.2,26.0, 28.0, 30.0
55,1029.61,26.0, 28.0, 30.0
56,1035.02,26.0, 28.0, 30.0
57,1040.42,26.0, 28.0, 30.0
58,1045.83,26.0, 28.0, 30.0
59,1051.23,26.0, 28.0, 30.0
60,1056.66,26.0, 28.0, 30.0
61,1062.06,26.0, 28.0, 30.0
62,1067.47,26.0, 28.0, 30.0
63,1072.87,26.0, 28.0, 30.0
64,1078.28,26.0, 28.0, 30.0
65,1083.7,26.0, 28.0, 30.0
66,1089.11,26.0, 28.0, 30.0
